order_id,delivery_date,status
161,24-03-2025,Delivered
162,13-03-2025,Delivered
163,14-03-2025,Pending
164,08-08-2024,Delivered
165,14-01-2025,Pending
166,04-12-2024,Delivered
167,21-11-2024,Delivered
168,23-11-2024,Delivered
169,10-01-2025,Delivered
170,18-02-2025,Delivered
171,03-06-2024,Delivered
172,10-03-2025,Delivered
173,31-07-2024,Delivered
174,04-02-2025,Delivered
175,26-03-2025,Delivered
176,27-02-2025,Delivered
177,28-09-2024,Delivered
178,14-08-2024,Delivered
179,14-02-2025,Delivered
180,24-11-2024,Delivered
181,16-01-2025,Delivered
182,10-10-2024,Delivered
183,30-06-2024,Pending
184,22-12-2024,Delivered
185,12-03-2025,Pending
186,05-03-2025,Delivered
187,21-02-2025,Delivered
188,09-03-2025,Delivered
189,25-10-2024,Delivered
190,14-01-2025,Delivered
191,02-06-2024,Delivered
192,18-02-2025,Pending
193,15-01-2025,Delivered
194,03-12-2024,Delivered
195,14-03-2025,Delivered
196,12-02-2025,Pending
197,13-01-2025,Delivered
198,25-01-2025,Delivered
199,14-01-2025,Delivered
200,14-02-2025,Delivered
201,13-02-2025,Pending
202,31-08-2024,Delivered
203,10-02-2025,Delivered
204,14-05-2024,Pending
205,21-01-2025,Delivered
206,02-03-2025,Delivered
207,15-03-2025,Delivered
208,02-08-2024,Delivered
209,04-05-2024,Delivered
210,19-03-2025,Delivered
211,11-02-2025,Cancelled
212,08-03-2025,Delivered
213,22-02-2025,Pending
214,15-03-2025,Delivered
215,18-12-2024,Delivered
216,25-02-2025,Delivered
217,29-11-2024,Delivered
218,10-02-2025,Delivered
219,16-10-2024,Delivered
220,15-11-2024,Delivered
221,20-12-2024,Pending
222,23-11-2024,Delivered
223,04-03-2025,Pending
224,10-11-2024,Cancelled
225,03-09-2024,Delivered
226,10-01-2025,Pending
227,06-10-2024,Delivered
228,19-11-2024,Pending
229,30-05-2024,Delivered
230,01-10-2024,Delivered
231,11-01-2025,Delivered
232,24-10-2024,Delivered
233,11-11-2024,Delivered
234,07-03-2025,Delivered
235,19-01-2025,Pending
236,08-08-2024,Delivered
237,13-01-2025,Delivered
238,28-01-2025,Delivered
239,13-03-2025,Delivered
240,28-10-2024,Pending
241,22-12-2024,Delivered
242,23-12-2024,Delivered
243,02-03-2025,Delivered
244,24-07-2024,Delivered
245,20-03-2025,Delivered
246,08-11-2024,Delivered
247,06-01-2025,Delivered
248,31-08-2024,Pending
249,15-02-2025,Delivered
250,01-01-2025,Delivered
251,20-01-2025,Delivered
252,02-02-2025,Delivered
253,06-01-2025,Delivered
254,27-08-2024,Cancelled
255,13-11-2024,Delivered
256,27-02-2025,Pending
257,12-08-2024,Delivered
258,21-06-2024,Delivered
259,14-03-2025,Pending
260,29-07-2024,Delivered
261,10-10-2024,Delivered
262,30-10-2024,Pending
263,15-03-2025,Pending
264,21-03-2025,Delivered
265,28-01-2025,Delivered
266,01-12-2024,Delivered
267,10-03-2025,Delivered
268,25-01-2025,Delivered
269,07-02-2025,Delivered
270,04-12-2024,Delivered
271,18-09-2024,Pending
272,26-03-2025,Delivered
273,24-02-2025,Delivered
274,16-09-2024,Delivered
275,10-03-2025,Delivered
276,13-02-2025,Delivered
277,26-12-2024,Pending
278,27-12-2024,Delivered
279,21-05-2024,Pending
280,22-02-2025,Delivered
281,23-08-2024,Delivered
282,15-11-2024,Pending
283,19-03-2025,Delivered
284,30-12-2024,Delivered
285,09-02-2025,Delivered
286,26-04-2024,Delivered
287,27-12-2024,Delivered
288,23-01-2025,Pending
289,08-02-2025,Delivered
290,24-03-2025,Pending
291,16-01-2025,Delivered
292,18-11-2024,Delivered
293,03-03-2025,Delivered
294,30-12-2024,Delivered
295,23-10-2024,Delivered
296,31-12-2024,Delivered
297,10-07-2024,Delivered
298,21-02-2025,Pending
299,25-06-2024,Delivered
300,24-02-2025,Delivered
301,13-01-2025,Delivered
302,24-10-2024,Delivered
303,27-12-2024,Delivered
304,07-12-2024,Delivered
305,25-10-2024,Delivered
306,24-11-2024,Delivered
307,15-12-2024,Cancelled
308,27-11-2024,Delivered
309,24-11-2024,Delivered
310,08-03-2025,Delivered
311,06-09-2024,Delivered
312,13-07-2024,Delivered
313,16-03-2025,Delivered
314,13-02-2025,Delivered
315,03-07-2024,Delivered
316,22-12-2024,Delivered
317,10-10-2024,Delivered
318,26-02-2025,Delivered
319,16-01-2025,Delivered
320,21-02-2025,Delivered
321,18-11-2024,Delivered
322,08-03-2025,Delivered
323,06-03-2025,Cancelled
324,25-09-2024,Delivered
325,09-08-2024,Cancelled
326,27-07-2024,Delivered
327,05-03-2025,Delivered
328,22-09-2024,Delivered
329,03-07-2024,Delivered
330,13-07-2024,Delivered
331,17-08-2024,Delivered
332,13-02-2025,Delivered
333,18-09-2024,Pending
334,27-01-2025,Delivered
335,08-12-2024,Delivered
336,02-01-2025,Pending
337,02-10-2024,Pending
338,09-07-2024,Pending
339,02-02-2025,Delivered
340,30-11-2024,Delivered
341,15-03-2025,Pending
342,03-08-2024,Delivered
343,19-03-2025,Delivered
344,26-02-2025,Pending
345,06-02-2025,Delivered
346,07-10-2024,Delivered
347,27-12-2024,Delivered
348,19-02-2025,Delivered
349,25-03-2025,Delivered
350,03-02-2025,Pending
351,19-02-2025,Delivered
352,27-08-2024,Delivered
353,10-12-2024,Delivered
354,02-09-2024,Pending
355,04-03-2025,Delivered
356,15-07-2024,Delivered
357,25-02-2025,Delivered
358,19-11-2024,Delivered
359,15-08-2024,Delivered
360,03-02-2025,Delivered
361,15-03-2025,Delivered
362,06-06-2024,Delivered
363,24-11-2024,Pending
364,13-03-2025,Delivered
365,09-03-2025,Delivered
366,22-10-2024,Delivered
367,15-02-2025,Delivered
368,07-01-2025,Pending
369,12-01-2025,Delivered
370,09-09-2024,Pending
371,05-03-2025,Delivered
372,09-03-2025,Cancelled
373,08-12-2024,Delivered
374,15-11-2024,Delivered
375,09-01-2025,Delivered
376,19-03-2025,Delivered
377,30-01-2025,Delivered
378,27-02-2025,Delivered
379,09-03-2025,Delivered
380,02-01-2025,Delivered
381,25-03-2025,Delivered
382,17-12-2024,Delivered
383,06-02-2025,Delivered
384,19-08-2024,Delivered
385,30-07-2024,Delivered
386,24-02-2025,Delivered
387,22-03-2025,Delivered
388,03-03-2025,Cancelled
389,17-01-2025,Pending
390,25-03-2025,Delivered
391,04-03-2025,Delivered
392,24-09-2024,Delivered
393,03-10-2024,Delivered
394,09-03-2025,Pending
395,08-03-2025,Delivered
396,14-07-2024,Delivered
397,29-11-2024,Delivered
398,19-08-2024,Delivered
399,15-03-2025,Delivered
400,07-10-2024,Delivered
401,01-12-2024,Delivered
402,26-03-2025,Delivered
403,19-03-2025,Delivered
404,09-11-2024,Pending
405,17-03-2025,Delivered
406,17-03-2025,Delivered
407,06-02-2025,Delivered
408,09-11-2024,Pending
409,19-03-2025,Delivered
410,12-12-2024,Cancelled
411,20-12-2024,Cancelled
412,18-12-2024,Delivered
413,22-03-2025,Delivered
414,27-02-2025,Delivered
415,10-02-2025,Delivered
416,01-03-2025,Delivered
417,18-01-2025,Delivered
418,23-01-2025,Delivered
419,25-01-2025,Delivered
420,10-02-2025,Pending
421,20-03-2025,Delivered
422,23-03-2025,Delivered
423,12-11-2024,Delivered
424,27-10-2024,Delivered
425,21-12-2024,Delivered
426,21-12-2024,Delivered
427,23-06-2024,Delivered
428,26-02-2025,Cancelled
429,26-08-2024,Delivered
430,10-09-2024,Delivered
431,26-08-2024,Delivered
432,02-02-2025,Delivered
433,14-12-2024,Pending
434,13-10-2024,Delivered
435,28-02-2025,Delivered
436,21-03-2025,Pending
437,25-11-2024,Delivered
438,06-03-2025,Delivered
439,15-01-2025,Delivered
440,04-02-2025,Pending
441,20-03-2025,Delivered
442,26-03-2025,Delivered
443,06-11-2024,Delivered
444,07-03-2025,Delivered
445,13-05-2024,Cancelled
446,04-03-2025,Delivered
447,24-11-2024,Delivered
448,08-11-2024,Delivered
449,16-03-2025,Delivered
450,05-12-2024,Delivered
451,02-03-2025,Delivered
452,07-03-2025,Delivered
453,16-11-2024,Delivered
454,08-10-2024,Cancelled
455,03-01-2025,Delivered
456,23-03-2025,Delivered
457,17-08-2024,Delivered
458,11-03-2025,Delivered
459,25-03-2025,Delivered
460,06-01-2025,Delivered
461,29-04-2024,Delivered
462,18-10-2024,Delivered
463,07-12-2024,Delivered
464,06-12-2024,Delivered
465,19-03-2025,Delivered
466,30-12-2024,Delivered
467,08-10-2024,Delivered
468,09-12-2024,Pending
469,06-08-2024,Delivered
470,04-06-2024,Delivered
471,22-02-2025,Delivered
472,25-06-2024,Pending
473,28-11-2024,Cancelled
474,14-12-2024,Pending
475,01-12-2024,Pending
476,23-12-2024,Delivered
477,07-09-2024,Delivered
478,29-10-2024,Delivered
479,13-03-2025,Delivered
480,23-03-2025,Delivered
481,05-03-2025,Delivered
482,29-05-2024,Delivered
483,20-02-2025,Delivered
484,18-12-2024,Delivered
485,04-06-2024,Pending
486,25-11-2024,Delivered
487,20-03-2025,Delivered
488,27-08-2024,Delivered
489,09-01-2025,Delivered
490,20-05-2024,Delivered
491,16-11-2024,Delivered
492,30-12-2024,Delivered
493,20-03-2025,Delivered
494,26-02-2025,Delivered
495,06-10-2024,Delivered
496,09-11-2024,Cancelled
497,07-09-2024,Delivered
498,12-03-2025,Delivered
499,03-09-2024,Delivered
500,22-03-2025,Delivered
501,29-12-2024,Pending
502,04-01-2025,Delivered
503,14-10-2024,Delivered
504,07-11-2024,Delivered
505,20-03-2025,Pending
506,17-02-2025,Delivered
507,04-02-2025,Pending
508,11-02-2025,Delivered
509,08-02-2025,Delivered
510,25-01-2025,Delivered
511,30-12-2024,Delivered
512,22-09-2024,Delivered
513,15-11-2024,Delivered
514,03-03-2025,Delivered
515,18-12-2024,Delivered
516,02-01-2025,Delivered
517,13-01-2025,Pending
518,18-03-2025,Delivered
519,21-11-2024,Delivered
520,16-09-2024,Delivered
521,27-11-2024,Delivered
522,26-03-2025,Delivered
523,08-02-2025,Delivered
524,21-04-2024,Delivered
525,26-06-2024,Pending
526,15-03-2025,Delivered
527,05-03-2025,Delivered
528,20-07-2024,Delivered
529,25-02-2025,Delivered
530,01-02-2025,Delivered
531,17-02-2025,Delivered
532,08-02-2025,Delivered
533,18-09-2024,Delivered
534,19-03-2025,Delivered
535,05-07-2024,Delivered
536,24-03-2025,Delivered
537,07-03-2025,Pending
538,06-11-2024,Delivered
539,14-01-2025,Delivered
540,02-03-2025,Delivered
541,18-04-2024,Delivered
542,02-02-2025,Pending
543,23-04-2024,Delivered
544,09-01-2025,Delivered
545,11-02-2025,Pending
546,09-12-2024,Delivered
547,28-01-2025,Delivered
548,27-02-2025,Delivered
549,21-03-2025,Delivered
550,16-12-2024,Delivered
551,21-12-2024,Delivered
552,08-01-2025,Cancelled
553,08-02-2025,Delivered
554,02-03-2025,Delivered
555,14-12-2024,Pending
556,04-03-2025,Delivered
557,03-03-2025,Cancelled
558,10-11-2024,Delivered
559,22-02-2025,Delivered
560,15-02-2025,Delivered
561,18-03-2025,Delivered
562,08-02-2025,Pending
563,12-12-2024,Delivered
564,21-02-2025,Delivered
565,17-08-2024,Delivered
566,03-03-2025,Delivered
567,28-08-2024,Delivered
568,26-01-2025,Pending
569,24-03-2025,Delivered
570,11-03-2025,Pending
571,15-02-2025,Delivered
572,25-03-2025,Delivered
573,09-08-2024,Delivered
574,19-05-2024,Delivered
575,04-11-2024,Pending
576,26-01-2025,Delivered
577,15-09-2024,Pending
578,19-03-2025,Delivered
579,24-03-2025,Pending
580,19-11-2024,Delivered
581,07-03-2025,Delivered
582,04-10-2024,Delivered
583,20-01-2025,Delivered
584,04-02-2025,Delivered
585,22-03-2025,Delivered
586,26-12-2024,Cancelled
587,01-01-2025,Delivered
588,23-03-2025,Delivered
589,08-06-2024,Delivered
590,25-03-2025,Delivered
591,12-02-2025,Delivered
592,21-12-2024,Delivered
593,06-01-2025,Delivered
594,13-03-2025,Delivered
595,22-03-2025,Delivered
596,14-01-2025,Delivered
597,15-01-2025,Delivered
598,24-03-2025,Delivered
599,11-02-2025,Cancelled
600,29-09-2024,Delivered
601,31-10-2024,Delivered
602,21-03-2025,Delivered
603,09-02-2025,Cancelled
604,09-07-2024,Delivered
605,22-02-2025,Delivered
606,19-12-2024,Delivered
607,13-03-2025,Delivered
608,21-02-2025,Delivered
609,03-12-2024,Delivered
610,11-03-2025,Delivered
611,23-01-2025,Delivered
612,31-01-2025,Delivered
613,21-03-2025,Delivered
614,19-02-2025,Delivered
615,27-01-2025,Cancelled
616,05-12-2024,Pending
617,22-02-2025,Delivered
618,16-11-2024,Delivered
619,19-03-2025,Delivered
620,09-06-2024,Pending
621,24-01-2025,Delivered
622,16-01-2025,Delivered
623,04-02-2025,Delivered
624,27-07-2024,Delivered
625,01-01-2025,Delivered
626,10-02-2025,Delivered
627,13-07-2024,Delivered
628,02-12-2024,Delivered
629,23-03-2025,Pending
630,13-12-2024,Pending
631,10-07-2024,Pending
632,19-12-2024,Pending
633,16-06-2024,Delivered
634,26-07-2024,Delivered
635,15-10-2024,Delivered
636,13-02-2025,Pending
637,26-10-2024,Delivered
638,12-07-2024,Delivered
639,26-01-2025,Delivered
640,12-03-2025,Delivered
641,10-12-2024,Delivered
642,09-10-2024,Delivered
643,08-07-2024,Delivered
644,28-01-2025,Delivered
645,07-10-2024,Delivered
646,18-03-2025,Delivered
647,30-10-2024,Cancelled
648,13-11-2024,Pending
649,08-10-2024,Delivered
650,22-03-2025,Delivered
651,28-08-2024,Delivered
652,23-03-2025,Delivered
653,18-07-2024,Pending
654,11-03-2025,Delivered
655,04-01-2025,Delivered
656,28-12-2024,Delivered
657,14-01-2025,Delivered
658,28-11-2024,Delivered
659,15-12-2024,Delivered
660,29-09-2024,Delivered
661,19-02-2025,Delivered
662,15-01-2025,Delivered
663,04-02-2025,Delivered
664,05-10-2024,Pending
665,27-02-2025,Delivered
666,11-03-2025,Pending
667,20-03-2025,Pending
668,15-03-2025,Delivered
669,27-01-2025,Delivered
670,03-01-2025,Delivered
671,03-12-2024,Delivered
672,13-09-2024,Delivered
673,02-01-2025,Delivered
674,06-01-2025,Delivered
675,12-02-2025,Cancelled
676,25-07-2024,Cancelled
677,16-10-2024,Delivered
678,20-01-2025,Delivered
679,03-07-2024,Delivered
680,02-12-2024,Delivered
681,13-03-2025,Pending
682,06-03-2025,Delivered
683,06-02-2025,Delivered
684,21-03-2025,Delivered
685,03-03-2025,Delivered
686,19-12-2024,Delivered
687,16-11-2024,Pending
688,26-01-2025,Delivered
689,20-11-2024,Delivered
690,09-03-2025,Delivered
691,13-03-2025,Delivered
692,21-02-2025,Delivered
693,25-01-2025,Delivered
694,20-02-2025,Delivered
695,13-11-2024,Delivered
696,05-03-2025,Delivered
697,23-12-2024,Delivered
698,20-03-2025,Delivered
699,17-10-2024,Delivered
700,12-02-2025,Delivered
701,14-07-2024,Delivered
702,15-03-2025,Delivered
703,19-01-2025,Pending
704,30-11-2024,Delivered
705,28-09-2024,Delivered
706,13-03-2025,Delivered
707,19-03-2025,Delivered
708,11-03-2025,Delivered
709,21-03-2025,Delivered
710,09-02-2025,Delivered
711,19-12-2024,Delivered
712,25-09-2024,Delivered
713,26-02-2025,Delivered
714,12-11-2024,Delivered
715,03-02-2025,Delivered
716,19-01-2025,Delivered
717,07-01-2025,Delivered
718,14-03-2025,Pending
719,21-02-2025,Delivered
720,20-01-2025,Delivered
721,23-01-2025,Delivered
722,06-01-2025,Delivered
723,12-07-2024,Delivered
724,28-11-2024,Delivered
725,14-03-2025,Delivered
726,08-03-2025,Delivered
727,29-01-2025,Pending
728,11-03-2025,Delivered
729,09-01-2025,Delivered
730,14-02-2025,Cancelled
731,26-02-2025,Pending
732,24-12-2024,Pending
733,02-02-2025,Cancelled
734,22-03-2025,Delivered
735,13-03-2025,Delivered
736,26-03-2025,Pending
737,08-09-2024,Delivered
738,25-11-2024,Delivered
739,29-01-2025,Delivered
740,07-12-2024,Delivered
741,10-12-2024,Delivered
742,21-01-2025,Delivered
743,12-02-2025,Delivered
744,07-11-2024,Delivered
745,10-01-2025,Delivered
746,03-12-2024,Delivered
747,30-11-2024,Delivered
748,16-02-2025,Delivered
749,05-03-2025,Delivered
750,20-11-2024,Delivered
751,30-10-2024,Delivered
752,18-11-2024,Delivered
753,11-03-2025,Pending
754,21-07-2024,Delivered
755,20-02-2025,Delivered
756,20-01-2025,Delivered
757,30-12-2024,Delivered
758,09-02-2025,Delivered
759,23-05-2024,Delivered
760,16-03-2025,Cancelled
761,15-08-2024,Cancelled
762,14-03-2025,Delivered
763,21-07-2024,Delivered
764,27-05-2024,Cancelled
765,09-02-2025,Delivered
766,06-03-2025,Pending
767,14-02-2025,Delivered
768,25-12-2024,Cancelled
769,19-01-2025,Delivered
770,21-11-2024,Delivered
771,23-03-2025,Delivered
772,12-12-2024,Delivered
773,08-02-2025,Delivered
774,16-03-2025,Delivered
775,13-08-2024,Delivered
776,13-02-2025,Delivered
777,29-09-2024,Delivered
778,09-06-2024,Delivered
779,27-01-2025,Delivered
780,18-12-2024,Pending
781,21-03-2025,Delivered
782,28-10-2024,Delivered
783,28-10-2024,Delivered
784,05-02-2025,Pending
785,10-12-2024,Delivered
786,16-07-2024,Delivered
787,19-04-2024,Delivered
788,14-03-2025,Delivered
789,19-02-2025,Delivered
790,02-09-2024,Delivered
791,24-01-2025,Delivered
792,01-01-2025,Delivered
793,02-12-2024,Delivered
794,21-09-2024,Cancelled
795,08-09-2024,Delivered
796,07-03-2025,Delivered
797,02-11-2024,Delivered
798,21-02-2025,Delivered
799,25-09-2024,Delivered
800,26-03-2025,Pending
801,11-02-2025,Pending
802,26-04-2024,Delivered
803,25-11-2024,Delivered
804,08-03-2025,Delivered
805,14-03-2025,Cancelled
806,28-12-2024,Pending
807,14-12-2024,Cancelled
808,01-03-2025,Delivered
809,16-02-2025,Delivered
810,27-08-2024,Cancelled
811,16-03-2025,Delivered
812,11-12-2024,Delivered
813,22-03-2025,Delivered
814,15-03-2025,Delivered
815,10-01-2025,Delivered
816,03-03-2025,Delivered
817,27-12-2024,Cancelled
818,15-09-2024,Delivered
819,28-06-2024,Cancelled
820,26-03-2025,Delivered
821,08-03-2025,Pending
822,10-01-2025,Delivered
823,29-12-2024,Delivered
824,22-02-2025,Delivered
825,11-11-2024,Delivered
826,11-06-2024,Delivered
827,26-01-2025,Delivered
828,27-10-2024,Pending
829,10-03-2025,Delivered
830,27-03-2024,Delivered
831,17-01-2025,Delivered
832,13-03-2025,Delivered
833,23-12-2024,Delivered
834,27-01-2025,Pending
835,09-02-2025,Cancelled
836,17-10-2024,Delivered
837,05-02-2025,Delivered
838,18-02-2025,Cancelled
839,24-11-2024,Delivered
840,02-06-2024,Delivered
841,13-03-2025,Delivered
842,06-03-2025,Pending
843,06-07-2024,Pending
844,13-01-2025,Cancelled
845,19-11-2024,Delivered
846,24-03-2025,Delivered
847,31-01-2025,Delivered
848,18-03-2024,Pending
849,14-05-2024,Delivered
850,25-11-2024,Pending
851,22-10-2024,Delivered
852,03-03-2025,Delivered
853,05-07-2024,Delivered
854,25-01-2025,Delivered
855,02-01-2025,Delivered
856,09-11-2024,Delivered
857,13-03-2025,Delivered
858,27-05-2024,Delivered
859,25-12-2024,Delivered
860,13-03-2025,Delivered
861,18-03-2025,Cancelled
862,09-02-2025,Delivered
863,04-07-2024,Delivered
864,31-01-2025,Delivered
865,06-01-2025,Pending
866,27-02-2025,Delivered
867,20-04-2024,Delivered
868,06-03-2025,Delivered
869,08-02-2025,Pending
870,09-03-2025,Delivered
871,02-02-2025,Delivered
872,11-12-2024,Cancelled
873,13-12-2024,Delivered
874,19-11-2024,Delivered
875,13-03-2025,Delivered
876,31-10-2024,Pending
877,10-02-2025,Delivered
878,24-10-2024,Pending
879,17-11-2024,Delivered
880,11-01-2025,Delivered
881,11-11-2024,Cancelled
882,21-03-2025,Delivered
883,03-02-2025,Delivered
884,13-02-2025,Delivered
885,30-01-2025,Delivered
886,05-11-2024,Delivered
887,27-08-2024,Delivered
888,25-10-2024,Delivered
889,27-12-2024,Delivered
890,31-12-2024,Delivered
891,10-12-2024,Delivered
892,26-03-2025,Delivered
893,18-03-2025,Delivered
894,28-11-2024,Cancelled
895,15-03-2025,Delivered
896,13-12-2024,Pending
897,23-08-2024,Delivered
898,11-07-2024,Delivered
899,25-10-2024,Delivered
900,11-03-2025,Delivered
901,02-12-2024,Cancelled
902,27-12-2024,Delivered
903,26-10-2024,Delivered
904,14-10-2024,Pending
905,21-01-2025,Delivered
906,25-01-2025,Pending
907,27-01-2025,Delivered
908,03-01-2025,Delivered
909,09-02-2025,Delivered
910,24-08-2024,Delivered
911,01-11-2024,Delivered
912,25-02-2025,Delivered
913,09-08-2024,Delivered
914,25-02-2025,Pending
915,21-02-2025,Delivered
916,18-03-2025,Delivered
917,13-03-2025,Delivered
918,12-03-2025,Delivered
919,01-12-2024,Pending
920,04-03-2025,Delivered
921,22-12-2024,Delivered
922,13-01-2025,Pending
923,10-03-2025,Pending
924,01-03-2025,Delivered
925,02-09-2024,Delivered
926,24-10-2024,Delivered
927,20-01-2025,Delivered
928,30-06-2024,Delivered
929,27-09-2024,Delivered
930,04-01-2025,Delivered
931,20-08-2024,Delivered
932,27-12-2024,Pending
933,24-11-2024,Delivered
934,13-11-2024,Delivered
935,13-04-2024,Delivered
936,23-03-2025,Delivered
937,21-01-2025,Delivered
938,25-03-2025,Delivered
939,30-12-2024,Delivered
940,27-10-2024,Delivered
941,22-02-2025,Delivered
942,26-09-2024,Delivered
943,29-12-2024,Delivered
944,08-11-2024,Delivered
945,05-02-2025,Delivered
946,22-01-2025,Delivered
947,21-03-2025,Delivered
948,06-12-2024,Delivered
949,23-01-2025,Cancelled
950,06-07-2024,Delivered
951,30-11-2024,Delivered
952,26-03-2025,Delivered
953,28-01-2025,Pending
954,02-12-2024,Delivered
955,26-03-2025,Delivered
956,15-02-2025,Delivered
957,12-02-2025,Delivered
958,25-01-2025,Delivered
959,30-07-2024,Pending
960,11-02-2025,Delivered
961,31-01-2025,Delivered
962,20-02-2025,Pending
963,11-12-2024,Delivered
964,05-02-2025,Cancelled
965,13-10-2024,Delivered
966,09-03-2025,Delivered
967,20-03-2025,Delivered
968,28-02-2025,Delivered
969,28-02-2025,Delivered
970,19-08-2024,Delivered
971,31-01-2025,Delivered
972,19-03-2025,Delivered
973,06-01-2025,Delivered
974,20-10-2024,Delivered
975,16-01-2025,Delivered
976,05-02-2025,Delivered
977,07-10-2024,Delivered
978,04-01-2025,Delivered
979,28-02-2025,Delivered
980,24-11-2024,Delivered
981,23-01-2025,Delivered
982,12-08-2024,Delivered
983,04-03-2025,Delivered
984,22-08-2024,Delivered
985,07-11-2024,Cancelled
986,28-02-2025,Delivered
987,17-01-2025,Pending
988,14-01-2025,Delivered
989,15-02-2025,Delivered
990,17-02-2025,Pending
991,06-01-2025,Delivered
992,30-07-2024,Delivered
993,03-02-2025,Delivered
994,09-01-2025,Pending
995,17-12-2024,Delivered
996,19-03-2025,Delivered
997,07-12-2024,Delivered
998,22-12-2024,Delivered
999,18-02-2025,Delivered
1000,25-01-2025,Delivered
1001,24-06-2024,Delivered
1002,29-01-2025,Pending
1003,17-01-2025,Pending
1004,15-03-2025,Pending
