order_id,customer_id,product_id,order_date,quantity,total_price
62,390,34,2024-11-25,4,4728.72
63,294,4,2024-05-17,4,12412.92
64,426,65,2024-04-29,4,12724.72
65,246,10,2024-12-04,1,4827.1
66,904,8,2024-12-13,1,3025.99
67,194,90,2025-02-07,2,3056.52
68,614,63,2024-05-31,3,9387.81
69,19,51,2024-12-08,3,6678.0599999999995
70,344,49,2024-06-29,4,252.92
71,149,15,2024-03-17,1,182.85
72,441,85,2024-04-25,2,4464.46
73,716,27,2024-06-15,4,6308.24
74,13,41,2024-11-13,2,3722.66
75,38,57,2024-07-26,2,6921.44
76,116,15,2025-02-10,2,365.7
77,431,61,2025-02-05,1,2134.36
78,12,4,2024-07-10,1,3103.23
79,437,35,2025-01-29,4,18400.12
80,181,67,2024-08-15,3,6147.93
81,413,15,2024-05-14,3,548.55
82,786,32,2024-06-10,3,5638.41
83,571,86,2024-08-10,2,5021.18
84,156,90,2024-12-20,1,1528.26
85,941,25,2025-02-09,1,634.2
86,434,96,2024-09-30,3,2281.95
87,14,63,2024-08-18,2,6258.54
88,798,40,2024-08-07,1,3162.16
89,47,45,2025-02-11,1,3147.9
90,932,77,2024-06-03,3,4187.79
91,927,19,2025-01-12,1,1985.69
92,82,58,2024-05-12,1,2041.48
93,676,82,2024-11-30,1,1189.69
94,354,21,2024-11-10,4,6584.52
95,437,23,2024-10-04,3,8699.61
96,881,94,2024-08-06,3,10783.74
97,487,83,2024-10-23,1,823.42
98,414,94,2024-06-26,3,10783.74
99,610,80,2024-07-28,2,2810.98
100,351,75,2024-09-08,3,4857.299999999999
101,181,29,2024-05-21,1,1009.64
102,212,95,2024-04-30,4,6248.92
103,751,76,2024-10-12,4,17506.64
104,564,52,2024-05-12,4,8144.76
105,318,7,2024-12-31,4,2175.96
106,306,35,2024-09-08,1,4600.03
107,732,72,2024-04-04,4,8746.12
108,723,77,2024-12-27,4,5583.72
109,997,6,2025-01-29,4,6250.88
110,461,35,2024-06-05,4,18400.12
111,184,64,2024-09-15,3,13855.71
112,991,62,2024-10-11,4,8398.8
113,252,1,2024-06-10,2,9101.84
114,689,70,2025-01-26,3,1393.1999999999998
115,158,58,2024-08-15,1,2041.48
116,803,32,2024-05-28,1,1879.47
117,718,58,2024-10-16,1,2041.48
118,454,67,2025-01-22,4,8197.24
119,302,76,2024-09-04,3,13129.98
120,160,54,2024-06-09,2,1909.12
121,603,13,2024-08-19,3,11177.400000000001
122,649,15,2024-11-28,3,548.55
123,869,31,2024-09-09,1,3584.43
124,125,15,2024-08-01,3,548.55
125,692,52,2024-05-09,2,4072.38
126,347,92,2025-01-15,3,9129.3
127,369,71,2024-10-17,1,3564.46
128,3,50,2025-02-05,1,3603.18
129,876,32,2024-04-07,2,3758.94
130,377,62,2024-03-19,4,8398.8
131,571,44,2025-03-09,2,1510.68
132,930,78,2024-12-17,1,2457.8
133,559,21,2024-05-19,2,3292.26
134,153,5,2025-01-09,1,3399.55
135,832,5,2024-11-04,2,6799.1
136,525,41,2024-11-28,2,3722.66
137,492,92,2025-01-23,3,9129.3
138,481,33,2024-05-13,4,6314.92
139,457,63,2024-06-20,3,9387.81
140,396,82,2025-02-27,2,2379.38
141,323,97,2024-09-17,2,9397.88
142,253,18,2025-02-03,2,2543.8
143,400,99,2024-04-18,2,2282.06
144,397,90,2024-09-04,2,3056.52
145,587,2,2025-02-04,3,5345.79
146,581,47,2025-03-04,2,3714.16
147,546,11,2024-08-19,2,4866.48
148,31,4,2024-08-27,2,6206.46
149,100,86,2024-08-03,3,7531.77
150,466,54,2024-09-21,1,954.56
151,664,18,2024-09-30,4,5087.6
152,286,64,2024-06-29,3,13855.71
153,105,57,2024-04-23,1,3460.72
154,949,46,2024-09-20,1,2971.06
155,214,83,2024-12-24,3,2470.2599999999998
156,538,94,2024-09-19,4,14378.32
157,378,75,2024-10-14,3,4857.299999999999
158,762,45,2024-12-27,2,6295.8
159,462,35,2024-03-29,2,9200.06
160,293,59,2024-05-30,4,11585.84
161,659,74,2025-01-07,3,912.9000000000001
162,630,7,2025-03-04,3,1631.97
163,295,51,2025-02-20,2,4452.04
164,691,31,2024-05-24,1,3584.43
165,214,85,2024-11-24,2,4464.46
166,910,63,2024-10-02,4,12517.08
167,92,62,2024-07-11,4,8398.8
168,12,70,2024-05-18,3,1393.1999999999998
169,821,87,2024-04-28,4,10720.64
170,216,75,2025-01-02,2,3238.2
171,878,3,2024-04-09,1,2420.6
172,266,4,2024-11-12,2,6206.46
173,326,26,2024-05-13,2,7205.3
174,118,61,2024-05-25,1,2134.36
175,212,35,2025-03-05,2,9200.06
176,97,30,2025-02-23,3,7210.86
177,393,90,2024-06-27,3,4584.78
178,401,89,2024-07-20,1,1278.62
179,342,100,2025-02-09,1,2020.32
180,864,80,2024-07-08,1,1405.49
181,546,39,2024-07-27,2,4603.36
182,689,38,2024-04-18,4,18565.6
183,413,72,2024-03-16,1,2186.53
184,778,94,2024-09-23,4,14378.32
185,935,89,2024-09-01,1,1278.62
186,33,44,2025-02-27,4,3021.36
187,708,10,2024-03-20,3,14481.300000000001
188,785,40,2025-03-08,1,3162.16
189,844,23,2024-06-05,2,5799.74
190,337,24,2024-12-23,1,533.63
191,351,37,2024-05-22,1,598.34
192,285,77,2024-09-11,1,1395.93
193,527,90,2024-12-12,4,6113.04
194,285,63,2024-11-05,2,6258.54
195,57,74,2024-05-14,1,304.3
196,762,61,2024-11-11,2,4268.72
197,539,12,2024-06-04,4,7518.28
198,223,28,2024-07-25,3,5540.9400000000005
199,525,89,2025-01-04,1,1278.62
200,185,57,2024-08-21,1,3460.72
201,506,60,2024-12-16,3,14522.939999999999
202,974,38,2024-05-23,2,9282.8
203,902,60,2024-10-11,2,9681.96
204,812,74,2024-04-18,4,1217.2
205,850,4,2024-09-28,4,12412.92
206,389,54,2024-12-06,1,954.56
207,83,5,2025-02-27,2,6799.1
208,10,43,2024-04-07,4,14773.28
209,925,64,2024-03-23,2,9237.14
210,367,36,2025-02-22,3,13933.29
211,141,31,2024-11-04,1,3584.43
212,204,90,2024-09-02,1,1528.26
213,976,77,2024-08-22,3,4187.79
214,939,8,2024-07-27,1,3025.99
215,263,71,2024-11-22,2,7128.92
216,95,19,2025-02-16,3,5957.07
217,9,16,2024-06-20,1,4258.62
218,537,98,2025-02-04,4,18407.8
219,519,69,2024-09-17,1,283.19
220,589,25,2024-05-05,4,2536.8
221,872,78,2024-10-28,2,4915.6
222,451,70,2024-09-09,1,464.4
223,923,15,2024-03-13,4,731.4
224,348,34,2024-11-10,2,2364.36
225,841,90,2024-07-06,1,1528.26
226,922,72,2024-12-09,1,2186.53
227,881,34,2024-09-05,1,1182.18
228,674,48,2024-11-15,2,2593.26
229,825,83,2024-04-08,4,3293.68
230,635,56,2024-07-29,2,8469.88
231,418,76,2024-04-18,1,4376.66
232,507,2,2024-09-04,2,3563.86
233,437,53,2024-06-04,3,4290.93
234,363,100,2025-02-10,2,4040.64
235,555,24,2024-12-11,4,2134.52
236,148,28,2024-08-06,2,3693.96
237,940,1,2024-05-08,2,9101.84
238,981,50,2024-07-31,2,7206.36
239,443,33,2025-02-24,2,3157.46
240,467,46,2024-09-05,2,5942.12
241,876,34,2024-12-12,4,4728.72
242,855,82,2024-12-01,2,2379.38
243,241,49,2025-02-27,1,63.23
244,60,98,2024-04-26,2,9203.9
245,364,79,2025-03-11,1,3319.54
246,271,5,2024-09-26,2,6799.1
247,177,22,2024-11-10,3,11978.369999999999
248,332,94,2024-07-10,4,14378.32
249,924,4,2024-05-18,3,9309.69
250,810,35,2024-07-01,2,9200.06
251,158,61,2024-12-28,4,8537.44
252,434,57,2024-12-28,1,3460.72
253,318,66,2024-12-08,1,2909.4
254,937,72,2024-07-23,4,8746.12
255,641,12,2024-04-13,1,1879.57
256,994,65,2024-08-22,1,3181.18
257,69,95,2024-04-10,4,6248.92
258,857,78,2024-06-05,2,4915.6
259,220,1,2025-01-19,4,18203.68
260,881,31,2024-04-25,4,14337.72
261,397,22,2024-10-05,3,11978.369999999999
262,694,93,2024-09-08,4,1657.88
263,673,75,2025-03-04,1,1619.1
264,240,86,2025-02-13,4,10042.36
265,615,82,2024-11-05,2,2379.38
266,280,51,2024-09-13,3,6678.0599999999995
267,864,37,2024-12-27,3,1795.02
268,613,9,2024-07-08,1,4704.52
269,984,43,2024-12-28,4,14773.28
270,702,11,2024-09-02,4,9732.96
271,179,33,2024-08-14,1,1578.73
272,159,8,2024-12-07,4,12103.96
273,597,37,2024-12-20,3,1795.02
274,763,46,2024-08-02,1,2971.06
275,919,100,2025-02-06,2,4040.64
276,413,29,2025-01-13,2,2019.28
277,224,59,2024-06-20,1,2896.46
278,873,19,2024-11-14,3,5957.07
279,820,96,2024-04-22,3,2281.95
280,724,11,2025-01-11,1,2433.24
281,56,62,2024-08-20,3,6299.099999999999
282,425,20,2024-10-19,4,15792.2
283,173,52,2025-03-03,4,8144.76
284,184,37,2024-11-24,2,1196.68
285,312,32,2024-06-19,2,3758.94
286,929,96,2024-03-26,4,3042.6
287,969,61,2024-07-24,3,6403.08
288,804,24,2024-12-02,2,1067.26
289,822,44,2024-10-29,4,3021.36
290,409,30,2024-08-12,1,2403.62
291,511,28,2024-08-01,2,3693.96
292,385,7,2024-11-05,2,1087.98
293,808,28,2024-08-21,2,3693.96
294,788,37,2024-07-19,1,598.34
295,248,22,2024-06-08,4,15971.16
296,295,58,2024-12-25,2,4082.96
297,465,31,2024-06-11,2,7168.86
298,175,93,2024-07-20,1,414.47
299,24,36,2024-03-11,4,18577.72
300,54,5,2025-01-19,1,3399.55
301,203,75,2024-10-11,2,3238.2
302,543,25,2024-09-25,4,2536.8
303,604,14,2024-11-07,4,15988.84
304,93,18,2024-11-25,1,1271.9
305,894,26,2024-09-15,2,7205.3
306,538,86,2024-11-08,2,5021.18
307,910,36,2024-08-14,3,13933.29
308,277,18,2024-03-18,4,5087.6
309,440,36,2024-07-11,1,4644.43
310,407,60,2025-02-20,2,9681.96
311,26,73,2024-08-07,4,14731.08
312,452,39,2024-05-02,3,6905.039999999999
313,803,39,2024-08-10,3,6905.039999999999
314,344,84,2025-01-15,4,6674.2
315,624,29,2024-03-20,2,2019.28
316,161,91,2024-07-25,2,6786.2
317,219,59,2024-09-15,3,8689.380000000001
318,196,64,2025-02-02,4,18474.28
319,983,87,2024-11-04,1,2680.16
320,783,39,2025-02-18,3,6905.039999999999
321,779,61,2024-03-16,2,4268.72
322,932,100,2024-08-14,1,2020.32
323,713,78,2024-12-11,1,2457.8
324,7,75,2024-06-20,2,3238.2
325,250,96,2024-07-23,1,760.65
326,696,12,2024-06-23,1,1879.57
327,461,90,2024-10-23,2,3056.52
328,65,99,2024-03-19,4,4564.12
329,297,62,2024-06-12,4,8398.8
330,789,53,2024-05-26,1,1430.31
331,282,7,2024-05-22,3,1631.97
332,625,68,2024-05-28,2,6651.66
333,516,35,2024-06-13,4,18400.12
334,375,38,2025-01-18,2,9282.8
335,444,58,2024-11-10,3,6124.4400000000005
336,919,78,2025-01-01,4,9831.2
337,552,31,2024-09-21,3,10753.289999999999
338,378,19,2024-06-25,2,3971.38
339,537,61,2024-12-16,3,6403.08
340,84,1,2024-05-02,2,9101.84
341,771,60,2025-01-30,3,14522.939999999999
342,35,53,2024-04-25,1,1430.31
343,402,13,2024-07-27,3,11177.400000000001
344,376,100,2024-11-22,2,4040.64
345,959,4,2025-02-01,4,12412.92
346,101,42,2024-09-16,4,16890.64
347,172,23,2024-04-30,3,8699.61
348,313,32,2024-08-06,1,1879.47
349,499,74,2025-01-12,2,608.6
350,810,30,2024-12-06,2,4807.24
351,506,35,2025-02-02,3,13800.09
352,335,2,2024-08-11,4,7127.72
353,812,38,2024-08-26,2,9282.8
354,165,65,2024-08-15,4,12724.72
355,682,51,2025-02-06,2,4452.04
356,575,30,2024-07-03,2,4807.24
357,760,83,2025-01-16,2,1646.84
358,691,49,2024-04-05,2,126.46
359,796,68,2024-06-16,1,3325.83
360,581,66,2024-03-31,3,8728.2
361,464,29,2025-02-01,3,3028.92
362,748,57,2024-03-12,2,6921.44
363,651,67,2024-09-15,4,8197.24
364,582,94,2024-05-26,4,14378.32
365,771,59,2024-12-24,2,5792.92
366,817,47,2024-04-11,3,5571.24
367,854,89,2025-01-20,4,5114.48
368,50,88,2024-05-31,2,9869.38
369,788,59,2024-04-05,2,5792.92
370,180,15,2024-08-09,1,182.85
371,833,7,2025-01-23,2,1087.98
372,686,89,2025-02-22,2,2557.24
373,550,60,2024-09-13,2,9681.96
374,114,54,2024-06-08,3,2863.68
375,111,42,2024-11-18,3,12667.98
376,538,76,2024-06-21,1,4376.66
377,718,44,2024-10-22,4,3021.36
378,835,18,2024-04-20,4,5087.6
379,669,16,2024-10-08,4,17034.48
380,116,40,2024-08-17,2,6324.32
381,448,18,2025-03-04,4,5087.6
382,805,85,2024-06-16,1,2232.23
383,926,41,2024-05-14,2,3722.66
384,963,55,2024-06-20,1,120.27
385,780,44,2024-06-25,4,3021.36
386,289,23,2024-10-27,4,11599.48
387,449,25,2025-02-28,3,1902.6000000000001
388,744,46,2024-12-02,1,2971.06
389,69,76,2024-05-04,3,13129.98
390,613,87,2024-10-18,2,5360.32
391,470,87,2024-09-30,4,10720.64
392,70,63,2024-07-14,4,12517.08
393,229,39,2024-06-26,3,6905.039999999999
394,517,97,2024-06-03,4,18795.76
395,477,49,2025-02-28,1,63.23
396,300,94,2024-04-15,4,14378.32
397,543,23,2024-08-17,1,2899.87
398,108,79,2024-08-04,3,9958.619999999999
399,394,19,2025-03-03,3,5957.07
400,950,37,2024-08-25,2,1196.68
401,695,13,2024-04-16,4,14903.2
402,485,35,2025-03-09,3,13800.09
403,686,14,2025-02-28,2,7994.42
404,385,55,2024-07-12,2,240.54
405,545,65,2024-11-20,4,12724.72
406,149,66,2025-03-06,4,11637.6
407,181,59,2024-10-18,4,11585.84
408,172,91,2024-05-24,2,6786.2
409,398,61,2024-07-17,3,6403.08
410,110,99,2024-04-07,2,2282.06
411,556,9,2024-12-18,4,18818.08
412,799,47,2024-07-11,4,7428.32
413,575,32,2024-05-02,4,7517.88
414,811,86,2024-03-29,2,5021.18
415,551,74,2024-09-26,4,1217.2
416,294,1,2025-02-10,4,18203.68
417,605,32,2024-06-18,2,3758.94
418,247,42,2024-12-22,1,4222.66
419,965,9,2024-07-11,2,9409.04
420,682,43,2024-12-31,2,7386.64
421,683,50,2025-01-18,1,3603.18
422,449,42,2024-10-12,1,4222.66
423,60,52,2024-10-10,3,6108.57
424,649,67,2024-10-11,4,8197.24
425,630,43,2024-05-17,1,3693.32
426,370,8,2024-09-16,4,12103.96
427,101,50,2024-06-13,4,14412.72
428,814,96,2025-02-20,3,2281.95
429,60,11,2024-05-10,4,9732.96
430,130,35,2024-08-19,1,4600.03
431,721,3,2024-06-13,4,9682.4
432,359,63,2024-06-30,1,3129.27
433,837,78,2024-07-29,3,7373.400000000001
434,802,39,2024-09-27,3,6905.039999999999
435,995,9,2025-01-28,3,14113.560000000001
436,126,55,2024-10-12,2,240.54
437,395,73,2024-09-24,4,14731.08
438,466,20,2024-10-22,3,11844.150000000001
439,996,49,2024-07-28,1,63.23
440,229,35,2025-01-29,2,9200.06
441,366,87,2025-02-17,4,10720.64
442,889,78,2025-01-30,4,9831.2
443,490,8,2024-07-05,4,12103.96
444,918,67,2024-07-10,2,4098.62
445,906,85,2024-04-27,2,4464.46
446,687,94,2024-09-02,4,14378.32
447,152,28,2024-05-30,1,1846.98
448,187,73,2024-05-17,4,14731.08
449,109,98,2025-01-26,3,13805.849999999999
450,998,47,2024-08-21,2,3714.16
451,659,79,2024-09-05,2,6639.08
452,727,45,2025-02-15,4,12591.6
453,335,38,2024-11-07,3,13924.199999999999
454,292,36,2024-08-03,4,18577.72
455,136,29,2024-09-02,1,1009.64
456,912,93,2025-02-19,1,414.47
457,633,23,2024-07-22,3,8699.61
458,217,81,2024-11-03,4,3457.32
459,330,12,2024-08-29,4,7518.28
460,963,85,2024-10-15,4,8928.92
461,613,14,2024-04-18,3,11991.630000000001
462,749,93,2024-10-02,2,828.94
463,721,81,2024-11-01,4,3457.32
464,284,37,2024-11-02,4,2393.36
465,91,53,2024-09-03,2,2860.62
466,476,69,2024-06-13,1,283.19
467,400,54,2024-08-09,3,2863.68
468,603,51,2024-08-08,2,4452.04
469,635,9,2024-04-11,4,18818.08
470,495,22,2024-03-25,4,15971.16
471,848,67,2024-12-15,3,6147.93
472,368,56,2024-04-28,2,8469.88
473,551,87,2024-11-01,1,2680.16
474,587,39,2024-09-10,3,6905.039999999999
475,779,4,2024-11-12,4,12412.92
476,121,49,2024-11-28,4,252.92
477,613,47,2024-03-21,4,7428.32
478,671,57,2024-07-31,4,13842.88
479,360,1,2025-03-08,2,9101.84
480,24,53,2024-12-26,3,4290.93
481,432,80,2025-02-28,1,1405.49
482,645,37,2024-05-12,3,1795.02
483,186,35,2024-12-28,1,4600.03
484,220,11,2024-10-03,1,2433.24
485,830,8,2024-05-24,1,3025.99
486,376,35,2024-08-10,2,9200.06
487,14,37,2025-03-06,4,2393.36
488,463,89,2024-03-26,4,5114.48
489,645,51,2024-10-30,1,2226.02
490,672,59,2024-05-10,3,8689.380000000001
491,954,85,2024-05-10,4,8928.92
492,338,13,2024-09-12,1,3725.8
493,606,58,2025-03-06,2,4082.96
494,801,37,2024-11-21,4,2393.36
495,525,94,2024-08-25,1,3594.58
496,202,36,2024-10-16,2,9288.86
497,439,79,2024-06-16,1,3319.54
498,569,22,2025-02-26,4,15971.16
499,523,99,2024-05-25,1,1141.03
500,417,91,2025-03-06,4,13572.4
501,259,91,2024-12-01,1,3393.1
502,910,43,2024-10-15,1,3693.32
503,66,53,2024-04-11,2,2860.62
504,926,60,2024-07-30,3,14522.939999999999
505,753,68,2024-08-20,2,6651.66
506,172,65,2025-01-13,3,9543.539999999999
507,769,90,2025-01-27,1,1528.26
508,981,5,2024-06-01,1,3399.55
509,277,24,2025-01-29,1,533.63
510,616,95,2024-09-19,4,6248.92
511,72,60,2024-10-06,4,19363.92
512,544,97,2024-06-24,3,14096.82
513,680,50,2024-06-22,3,10809.539999999999
514,521,36,2024-07-28,4,18577.72
515,874,34,2024-09-07,2,2364.36
516,634,20,2024-12-15,2,7896.1
517,216,96,2024-03-19,2,1521.3
518,757,91,2025-02-14,3,10179.3
519,148,25,2024-04-17,4,2536.8
520,144,93,2024-05-24,3,1243.41
521,469,64,2024-07-30,1,4618.57
522,45,82,2024-10-24,4,4758.76
523,104,24,2024-10-22,4,2134.52
524,366,73,2024-03-14,4,14731.08
525,925,98,2024-04-01,1,4601.95
526,270,97,2024-09-01,2,9397.88
527,386,89,2025-02-14,4,5114.48
528,53,6,2024-04-08,3,4688.16
529,56,38,2024-12-16,4,18565.6
530,590,93,2024-09-21,4,1657.88
531,647,51,2024-11-23,4,8904.08
532,553,30,2024-04-30,3,7210.86
533,79,61,2024-05-03,4,8537.44
534,226,77,2025-02-20,1,1395.93
535,404,94,2024-06-11,3,10783.74
536,635,6,2024-07-27,4,6250.88
537,382,9,2025-02-22,4,18818.08
538,476,6,2024-07-14,4,6250.88
539,902,35,2024-12-21,3,13800.09
540,524,89,2024-09-05,1,1278.62
541,72,2,2024-03-24,1,1781.93
542,809,30,2025-01-03,2,4807.24
543,211,35,2024-04-16,2,9200.06
544,20,1,2024-07-30,3,13652.76
545,840,13,2024-10-20,3,11177.400000000001
546,845,100,2024-07-16,4,8081.28
547,816,84,2024-06-12,3,5005.65
548,870,39,2025-02-06,2,4603.36
549,381,10,2025-03-09,1,4827.1
550,670,52,2024-05-12,2,4072.38
551,772,15,2024-11-08,3,548.55
552,934,15,2024-12-24,4,731.4
553,618,44,2024-03-28,2,1510.68
554,965,33,2025-01-25,4,6314.92
555,184,23,2024-11-09,3,8699.61
556,98,100,2025-03-02,1,2020.32
557,810,53,2025-01-30,4,5721.24
558,588,94,2024-08-20,2,7189.16
559,286,73,2025-02-21,2,7365.54
560,286,11,2024-08-17,2,4866.48
561,237,18,2024-10-11,1,1271.9
562,115,87,2024-03-11,3,8040.48
563,171,33,2024-06-22,1,1578.73
564,815,33,2025-01-24,4,6314.92
565,125,81,2024-06-30,4,3457.32
566,862,27,2025-01-17,3,4731.18
567,908,3,2024-05-06,4,9682.4
568,830,49,2024-06-05,2,126.46
569,766,13,2024-08-13,2,7451.6
570,268,37,2024-12-18,4,2393.36
571,688,93,2024-05-31,3,1243.41
572,498,64,2024-08-18,4,18474.28
573,865,42,2024-08-04,4,16890.64
574,941,94,2024-03-31,2,7189.16
575,203,92,2024-08-20,4,12172.4
576,37,11,2025-01-23,2,4866.48
577,78,30,2024-07-20,3,7210.86
578,288,24,2025-03-11,2,1067.26
579,266,72,2025-02-25,3,6559.59
580,635,14,2024-08-30,3,11991.630000000001
581,27,5,2025-02-07,2,6799.1
582,544,57,2024-08-13,2,6921.44
583,433,50,2024-10-26,2,7206.36
584,839,69,2024-08-12,4,1132.76
585,264,18,2025-02-28,1,1271.9
586,988,56,2024-12-23,3,12704.82
587,958,49,2024-09-11,4,252.92
588,145,3,2025-03-06,2,4841.2
589,206,82,2024-04-11,2,2379.38
590,816,91,2025-01-15,4,13572.4
591,232,32,2024-11-10,2,3758.94
592,751,53,2024-11-09,3,4290.93
593,350,92,2024-08-08,1,3043.1
594,57,32,2024-08-21,1,1879.47
595,90,20,2025-03-04,2,7896.1
596,949,25,2024-09-05,2,1268.4
597,53,13,2024-12-21,1,3725.8
598,448,14,2025-02-23,3,11991.630000000001
599,130,33,2025-02-04,2,3157.46
600,795,56,2024-04-04,4,16939.76
601,79,45,2024-10-20,1,3147.9
602,837,66,2025-02-17,3,8728.2
603,340,68,2024-12-21,3,9977.49
604,316,40,2024-06-10,1,3162.16
605,48,45,2024-10-30,4,12591.6
606,549,83,2024-04-12,4,3293.68
607,405,41,2024-11-17,4,7445.32
608,282,1,2024-10-24,3,13652.76
609,312,50,2024-10-18,4,14412.72
610,878,43,2024-11-10,3,11079.960000000001
611,934,56,2024-08-24,1,4234.94
612,774,22,2024-11-16,2,7985.58
613,522,16,2025-01-18,1,4258.62
614,217,85,2025-01-17,2,4464.46
615,962,43,2025-01-04,3,11079.960000000001
616,497,97,2024-08-14,3,14096.82
617,443,88,2024-07-16,4,19738.76
618,634,23,2024-04-12,2,5799.74
619,565,78,2024-12-13,1,2457.8
620,112,9,2024-05-11,2,9409.04
621,715,94,2024-10-05,3,10783.74
622,810,59,2024-12-16,2,5792.92
623,595,19,2025-01-21,4,7942.76
624,661,28,2024-05-28,2,3693.96
625,426,80,2024-11-28,2,2810.98
626,808,94,2024-12-25,4,14378.32
627,633,79,2024-05-01,2,6639.08
628,231,2,2024-09-30,1,1781.93
629,929,63,2024-05-28,2,6258.54
630,778,90,2024-09-10,1,1528.26
631,535,93,2024-05-19,3,1243.41
632,290,88,2024-11-28,4,19738.76
633,59,94,2024-05-05,3,10783.74
634,497,1,2024-07-19,4,18203.68
635,950,56,2024-09-11,4,16939.76
636,584,91,2024-12-25,4,13572.4
637,676,78,2024-10-19,1,2457.8
638,178,98,2024-03-28,2,9203.9
639,766,55,2025-01-13,1,120.27
640,602,77,2025-03-01,3,4187.79
641,316,80,2024-12-03,3,4216.47
642,706,92,2024-05-17,2,6086.2
643,924,33,2024-06-03,1,1578.73
644,222,92,2024-12-21,2,6086.2
645,434,31,2024-05-14,1,3584.43
646,989,86,2025-01-24,1,2510.59
647,834,43,2024-09-12,2,7386.64
648,34,27,2024-03-25,4,6308.24
649,524,93,2024-05-23,1,414.47
650,814,1,2025-02-03,4,18203.68
651,132,34,2024-08-11,4,4728.72
652,547,12,2024-06-28,1,1879.57
653,564,77,2024-07-14,4,5583.72
654,296,43,2025-01-08,3,11079.960000000001
655,263,70,2024-08-03,1,464.4
656,117,95,2024-04-03,3,4686.6900000000005
657,282,75,2024-11-19,4,6476.4
658,949,44,2024-10-14,2,1510.68
659,309,89,2024-11-29,1,1278.62
660,52,93,2024-08-23,3,1243.41
661,471,53,2024-04-13,3,4290.93
662,333,18,2025-01-15,1,1271.9
663,206,26,2024-07-31,2,7205.3
664,425,31,2024-07-22,1,3584.43
665,334,91,2024-04-19,2,6786.2
666,410,73,2024-12-05,2,7365.54
667,481,28,2025-01-28,2,3693.96
668,354,38,2024-08-25,3,13924.199999999999
669,618,77,2024-08-17,3,4187.79
670,989,96,2024-04-01,3,2281.95
671,874,43,2024-11-21,4,14773.28
672,653,65,2024-09-10,3,9543.539999999999
673,193,73,2024-10-24,1,3682.77
674,606,74,2024-05-12,1,304.3
675,106,30,2025-02-11,3,7210.86
676,714,19,2024-04-25,1,1985.69
677,960,43,2024-07-11,4,14773.28
678,557,46,2024-07-19,3,8913.18
679,997,9,2024-03-20,4,18818.08
680,106,78,2024-03-21,2,4915.6
681,159,56,2025-01-31,2,8469.88
682,921,35,2025-01-20,4,18400.12
683,165,100,2024-10-21,2,4040.64
684,427,35,2024-08-18,1,4600.03
685,699,48,2024-10-19,2,2593.26
686,319,5,2024-04-07,1,3399.55
687,792,75,2024-10-30,2,3238.2
688,559,22,2025-01-07,1,3992.79
689,497,17,2024-08-10,1,4921.83
690,511,21,2025-02-24,4,6584.52
691,972,14,2024-09-16,2,7994.42
